ChemicalId,Kg,RealKg,ScalerId,StartScale,EndScale
153,999.00,950.00,1063,2023-08-09 04:15:03.590,2023-08-09 04:15:07.030
147,1500.00,1550.00,1063,2023-08-09 04:15:22.890,2023-08-09 04:15:46.623
58,1020.00,980.00,1063,2023-08-09 04:40:16.220,2023-08-09 04:40:22.827
153,2100.00,2110.00,1063,2023-08-09 04:55:54.153,2023-08-09 04:56:00.243
147,2100.00,2060.00,1063,2023-08-09 04:56:33.213,2023-08-09 04:57:52.440
58,1500.00,1460.00,1063,2023-08-09 04:58:02.830,2023-08-09 04:58:12.113
147,1500.00,1450.00,1063,2023-08-09 06:03:13.503,2023-08-09 06:04:58.170
153,2040.00,2000.00,1063,2023-08-09 06:05:06.407,2023-08-09 06:05:12.263
58,1020.00,990.00,1063,2023-08-09 06:05:24.973,2023-08-09 06:05:31.710
58,1500.00,1450.00,1063,2023-08-09 08:35:58.200,2023-08-09 08:36:06.987
153,3000.00,2960.00,1063,2023-08-09 08:36:15.133,2023-08-09 08:36:23.150
147,1500.00,1450.00,1063,2023-08-09 08:36:36.010,2023-08-09 08:36:43.273
58,510.00,470.00,1063,2023-08-09 09:03:59.880,2023-08-09 09:04:03.867
58,1020.00,980.00,1052,2023-08-15 21:27:32.003,2023-08-15 21:27:38.587
223,2040.00,17440.00,1052,2023-08-15 21:28:07.950,2023-08-15 21:28:10.340
147,1500.00,1450.00,1052,2023-08-31 00:30:11.310,2023-08-31 00:30:21.570
153,1020.00,990.00,1063,2023-08-09 09:02:49.550,2023-08-09 09:02:53.187
58,999.00,950.00,1063,2023-08-09 09:02:59.720,2023-08-09 09:03:06.240
147,1500.00,1450.00,1063,2023-08-09 09:03:23.217,2023-08-09 09:03:30.567
58,1500.00,1450.00,1063,2023-08-09 09:24:12.950,2023-08-09 09:24:21.757
153,1500.00,1500.00,1063,2023-08-09 09:24:27.673,2023-08-09 09:24:32.387
147,1500.00,1450.00,1063,2023-08-09 09:24:43.633,2023-08-09 09:24:51.093
58,2040.00,2000.00,1063,2023-08-09 09:27:28.263,2023-08-09 09:27:40.123
147,3000.00,2950.00,1063,2023-08-09 09:27:48.673,2023-08-09 09:28:02.673
58,1020.00,990.00,1063,2023-08-09 10:13:29.213,2023-08-09 10:13:35.547
58,1500.00,1450.00,1063,2023-08-09 12:42:43.543,2023-08-09 12:42:51.980
153,3000.00,2950.00,1063,2023-08-09 12:43:00.493,2023-08-09 12:43:08.420
147,1500.00,1450.00,1063,2023-08-09 12:43:16.843,2023-08-09 12:43:23.857
58,1020.00,970.00,1063,2023-08-09 12:44:55.910,2023-08-09 12:45:02.100
153,1020.00,970.00,1063,2023-08-09 12:45:13.307,2023-08-09 12:45:16.923
147,1500.00,1450.00,1063,2023-08-09 12:45:34.203,2023-08-09 12:45:43.560
58,1500.00,1450.00,1063,2023-08-09 12:59:55.033,2023-08-09 13:00:48.770
153,1020.00,970.00,1063,2023-08-09 13:00:53.493,2023-08-09 13:00:57.040
58,1500.00,1460.00,1063,2023-08-09 13:32:19.520,2023-08-09 13:32:27.860
153,1020.00,970.00,1063,2023-08-09 13:32:35.860,2023-08-09 13:32:39.390
58,1500.00,1450.00,1063,2023-08-09 13:39:52.050,2023-08-09 13:40:00.563
58,1020.00,980.00,1063,2023-08-09 15:06:33.117,2023-08-09 15:06:39.393
153,1020.00,970.00,1063,2023-08-09 15:06:53.693,2023-08-09 15:06:57.327
223,2040.00,1990.00,1063,2023-08-09 15:06:58.823,2023-08-09 15:07:05.013
147,1500.00,1450.00,1063,2023-08-09 15:07:08.767,2023-08-09 15:07:18.047
51,12000.00,11970.00,1063,2023-08-09 14:41:39.140,2023-08-09 14:56:12.583
52,2040.00,2070.00,1063,2023-08-09 14:56:25.897,2023-08-09 14:56:33.930
58,1020.00,980.00,1063,2023-08-09 14:56:44.620,2023-08-09 14:56:50.707
64,3000.00,2970.00,1063,2023-08-09 16:12:49.303,2023-08-09 16:12:57.947
58,2720.00,2670.00,1063,2023-08-09 14:57:03.063,2023-08-09 14:57:17.603
58,1500.00,1460.00,1063,2023-08-09 14:59:20.973,2023-08-09 14:59:29.590
153,1500.00,1500.00,1063,2023-08-09 14:59:38.097,2023-08-09 14:59:42.827
223,2040.00,1990.00,1063,2023-08-09 14:59:55.197,2023-08-09 15:00:01.867
147,1500.00,1450.00,1063,2023-08-09 15:00:18.787,2023-08-09 15:00:27.897
58,1500.00,1450.00,1063,2023-08-09 14:58:57.023,2023-08-09 14:59:05.713
58,1500.00,1460.00,1063,2023-09-05 15:17:58.573,2023-09-05 15:18:07.647
58,1500.00,1450.00,1063,2023-08-09 16:54:21.730,2023-08-09 16:54:29.907
223,2040.00,2020.00,1063,2023-08-09 16:54:35.843,2023-08-09 16:54:42.110
147,1500.00,1480.00,1063,2023-08-09 16:54:43.010,2023-08-09 16:54:51.727
153,3000.00,2950.00,1063,2023-08-09 16:54:54.520,2023-08-09 16:55:02.773
58,2040.00,1990.00,1063,2023-08-09 17:21:01.783,2023-08-09 17:21:12.580
223,2040.00,2020.00,1063,2023-08-09 17:21:26.800,2023-08-09 17:21:33.207
147,1500.00,1450.00,1063,2023-08-09 17:21:34.550,2023-08-09 17:21:43.090
153,1020.00,990.00,1063,2023-08-09 17:21:52.803,2023-08-09 17:21:57.977
58,2040.00,2000.00,1063,2023-08-09 17:26:22.810,2023-08-09 17:26:34.163
147,3000.00,2950.00,1063,2023-08-09 17:26:38.453,2023-08-09 17:26:53.070
58,1500.00,1450.00,1063,2023-08-09 18:37:29.290,2023-08-09 18:37:37.893
153,2010.00,1960.00,1063,2023-08-09 18:37:45.647,2023-08-09 18:38:09.647
223,2010.00,1970.00,1063,2023-08-09 18:38:24.650,2023-08-09 18:38:30.700
147,1500.00,1450.00,1063,2023-08-09 18:38:33.557,2023-08-09 18:38:42.987
58,1500.00,1460.00,1063,2023-08-10 05:08:40.553,2023-08-10 05:09:55.320
153,2040.00,1990.00,1063,2023-08-10 05:10:09.133,2023-08-10 05:10:15.210
223,2040.00,2010.00,1063,2023-08-10 05:10:17.633,2023-08-10 05:10:24.067
147,1500.00,1450.00,1063,2023-08-10 05:10:30.553,2023-08-10 05:10:39.330
58,1020.00,970.00,1063,2023-08-10 01:49:01.997,2023-08-10 01:49:08.607
223,2040.00,2010.00,1063,2023-08-10 01:49:31.563,2023-08-10 01:49:38.063
147,1500.00,1450.00,1063,2023-08-10 01:49:41.263,2023-08-10 01:49:51.210
153,1500.00,1470.00,1063,2023-08-10 01:49:57.980,2023-08-10 01:50:02.750
58,1500.00,1470.00,1063,2023-08-09 21:26:03.630,2023-08-09 21:26:12.520
153,1020.00,990.00,1063,2023-08-09 21:26:26.477,2023-08-09 21:26:36.680
223,2040.00,2000.00,1063,2023-08-09 21:26:40.920,2023-08-09 21:26:47.170
147,1500.00,1450.00,1063,2023-08-09 21:26:55.480,2023-08-09 21:27:05.257
223,2010.00,1980.00,1063,2023-08-10 00:25:47.190,2023-08-10 00:25:53.390
147,1500.00,1450.00,1063,2023-08-10 00:25:54.090,2023-08-10 00:26:01.407
58,1500.00,1470.00,1063,2023-08-09 21:58:55.840,2023-08-09 21:59:04.697
223,2040.00,1990.00,1063,2023-08-09 21:59:41.047,2023-08-09 21:59:47.253
153,1020.00,970.00,1063,2023-08-09 21:59:51.473,2023-08-09 21:59:55.130
147,1500.00,1450.00,1063,2023-08-09 21:59:30.280,2023-08-09 21:59:39.260
58,1500.00,1450.00,1063,2023-08-09 18:59:47.310,2023-08-09 18:59:55.937
223,2040.00,2030.00,1063,2023-08-09 19:00:55.010,2023-08-09 19:01:01.303
153,1020.00,970.00,1063,2023-08-09 19:01:07.163,2023-08-09 19:01:36.367
147,1500.00,1450.00,1063,2023-08-09 19:00:35.900,2023-08-09 19:00:45.180
58,1500.00,1450.00,1063,2023-08-10 01:31:30.913,2023-08-10 01:31:40.303
153,3000.00,2960.00,1063,2023-08-10 01:32:16.023,2023-08-10 01:32:24.117
223,2040.00,2010.00,1063,2023-08-10 01:32:25.287,2023-08-10 01:32:31.490
147,1500.00,1450.00,1063,2023-08-10 01:32:40.540,2023-08-10 01:32:49.850
58,1020.00,970.00,1063,2023-08-10 05:56:58.633,2023-08-10 05:57:29.623
223,2040.00,1990.00,1063,2023-08-10 05:57:38.340,2023-08-10 05:57:44.510
147,1500.00,1450.00,1063,2023-08-10 05:59:54.277,2023-08-10 06:00:01.413
153,1500.00,1470.00,1063,2023-08-10 06:00:12.507,2023-08-10 06:00:17.293
58,1500.00,1450.00,1063,2023-08-09 20:00:43.730,2023-08-09 20:00:52.297
223,2040.00,2000.00,1063,2023-08-09 20:00:54.460,2023-08-09 20:01:00.550
153,2040.00,900.00,1063,2023-08-09 20:01:06.377,2023-08-09 20:04:11.037
147,2040.00,1990.00,1063,2023-08-09 20:04:17.910,2023-08-09 20:04:28.973
147,2040.00,1990.00,1063,2023-08-09 19:17:55.537,2023-08-09 19:18:04.557
58,1020.00,980.00,1063,2023-08-09 19:18:10.827,2023-08-09 19:18:17.013
147,3000.00,2950.00,1063,2023-08-09 19:24:11.197,2023-08-09 19:24:25.087
58,2040.00,1990.00,1063,2023-08-09 19:24:54.263,2023-08-09 19:25:05.383
147,1500.00,1450.00,1063,2023-08-09 22:16:19.913,2023-08-09 22:16:29.217
223,1500.00,1450.00,1063,2023-08-09 22:16:30.350,2023-08-09 22:16:35.200
58,1500.00,1460.00,1063,2023-08-09 22:16:40.253,2023-08-09 22:16:49.177
52,2040.00,2000.00,1063,2023-08-09 21:27:21.947,2023-08-09 21:27:30.020
64,4500.00,4470.00,1063,2023-08-09 21:27:45.480,2023-08-09 21:27:57.547
58,1500.00,1450.00,1063,2023-08-09 21:33:34.240,2023-08-09 21:33:43.090
58,1500.00,1460.00,1063,2023-08-09 22:44:09.693,2023-08-09 22:44:18.480
223,2040.00,2000.00,1063,2023-08-09 22:44:19.527,2023-08-09 22:44:25.780
153,2040.00,2010.00,1063,2023-08-09 22:44:28.903,2023-08-09 22:44:34.963
147,2040.00,1990.00,1063,2023-08-09 22:44:39.770,2023-08-09 22:44:48.700
147,3000.00,2950.00,1063,2023-08-09 22:46:34.260,2023-08-09 22:46:46.920
58,2040.00,2000.00,1063,2023-08-09 22:46:58.757,2023-08-09 22:47:10.477
223,2040.00,2020.00,1063,2023-08-09 23:15:08.857,2023-08-09 23:15:15.110
52,2040.00,1990.00,1063,2023-08-09 23:15:24.537,2023-08-09 23:15:31.490
147,1500.00,1450.00,1063,2023-08-09 23:16:10.630,2023-08-09 23:16:19.830
153,2040.00,2000.00,1063,2023-08-09 23:16:26.170,2023-08-09 23:16:51.753
58,1500.00,1450.00,1063,2023-08-09 23:17:01.553,2023-08-09 23:17:10.800
58,1500.00,1460.00,1063,2023-08-10 00:53:46.533,2023-08-10 00:53:55.563
153,2040.00,2050.00,1063,2023-08-10 00:54:00.300,2023-08-10 00:54:06.150
223,2040.00,2020.00,1063,2023-08-10 00:54:06.640,2023-08-10 00:54:13.050
147,1500.00,1450.00,1063,2023-08-10 00:54:16.477,2023-08-10 00:54:26.017
58,1500.00,1460.00,1063,2023-08-10 00:10:28.290,2023-08-10 00:10:37.337
153,3000.00,2960.00,1063,2023-08-10 00:10:49.907,2023-08-10 00:11:06.013
223,2040.00,2010.00,1063,2023-08-10 00:11:12.387,2023-08-10 00:11:18.887
147,1500.00,1450.00,1063,2023-08-10 00:11:24.977,2023-08-10 00:11:32.273
58,1500.00,1460.00,1063,2023-08-10 02:51:35.330,2023-08-10 02:51:44.943
153,1020.00,970.00,1063,2023-08-10 02:51:55.923,2023-08-10 02:51:59.570
223,2040.00,2000.00,1063,2023-08-10 02:52:01.303,2023-08-10 02:52:07.690
147,1500.00,1450.00,1063,2023-08-10 02:52:08.600,2023-08-10 02:52:15.827
58,1500.00,1450.00,1063,2023-08-10 02:58:01.907,2023-08-10 02:58:23.323
147,2040.00,1990.00,1063,2023-08-10 02:59:15.050,2023-08-10 02:59:26.093
223,2040.00,2000.00,1063,2023-08-10 04:55:44.490,2023-08-10 04:55:50.750
52,2040.00,2000.00,1063,2023-08-10 04:56:02.607,2023-08-10 04:56:10.627
147,1500.00,1450.00,1063,2023-08-10 05:47:23.080,2023-08-10 05:47:30.250
58,1500.00,1490.00,1063,2023-08-10 05:47:41.593,2023-08-10 05:51:16.363
58,1500.00,1450.00,1063,2023-08-10 06:24:27.973,2023-08-10 06:24:48.570
153,2040.00,2030.00,1063,2023-08-10 06:25:00.593,2023-08-10 06:25:06.430
223,2040.00,2020.00,1063,2023-08-10 06:25:07.757,2023-08-10 06:25:14.163
147,1500.00,1450.00,1063,2023-08-10 06:25:23.927,2023-08-10 06:25:31.770
58,2040.00,1990.00,1063,2023-08-10 08:53:07.957,2023-08-10 08:53:19.437
147,3000.00,2950.00,1063,2023-08-10 08:53:29.080,2023-08-10 08:53:41.697
58,3000.00,2960.00,1063,2023-08-10 09:00:03.440,2023-08-10 09:00:20.047
153,2040.00,2050.00,1063,2023-08-10 09:00:27.670,2023-08-10 09:00:33.507
223,4080.00,4090.00,1063,2023-08-10 09:00:35.937,2023-08-10 09:00:42.740
147,3000.00,2950.00,1063,2023-08-10 09:00:51.060,2023-08-10 09:01:03.840
58,3000.00,2960.00,1063,2023-08-10 09:26:27.030,2023-08-10 09:26:43.157
153,4080.00,4040.00,1063,2023-08-10 09:26:50.477,2023-08-10 09:27:00.893
58,1500.00,1450.00,1063,2023-08-10 10:11:51.777,2023-08-10 10:12:00.297
153,2040.00,2010.00,1063,2023-08-10 10:12:13.357,2023-08-10 10:12:19.343
223,2040.00,1990.00,1063,2023-08-10 10:12:20.583,2023-08-10 10:12:26.873
147,1500.00,1450.00,1063,2023-08-10 10:12:35.493,2023-08-10 10:12:55.077
58,1500.00,1450.00,1063,2023-08-10 10:39:33.270,2023-08-10 10:39:41.650
153,1500.00,1460.00,1063,2023-08-10 10:39:52.010,2023-08-10 10:39:57.883
223,2040.00,1990.00,1063,2023-08-10 10:40:00.000,2023-08-10 10:40:06.210
153,2040.00,1990.00,1063,2023-08-10 11:01:24.770,2023-08-10 11:02:05.280
58,1020.00,970.00,1063,2023-08-10 12:19:28.937,2023-08-10 12:19:34.933
223,2040.00,2010.00,1063,2023-08-10 12:19:51.990,2023-08-10 12:19:58.570
147,1500.00,1470.00,1063,2023-08-10 12:20:00.413,2023-08-10 12:20:07.920
153,1500.00,1460.00,1063,2023-08-10 12:20:20.300,2023-08-10 12:29:30.757
58,510.00,490.00,1063,2023-08-10 12:29:45.920,2023-08-10 12:29:49.710
58,2720.00,2690.00,1063,2023-08-10 13:19:27.110,2023-08-10 13:19:41.023
58,1050.00,1010.00,1052,2023-08-11 19:04:21.147,2023-08-11 19:04:27.620
58,1020.00,990.00,1052,2023-08-11 20:56:48.517,2023-08-11 20:56:54.867
223,2040.00,2010.00,1052,2023-08-11 22:05:03.860,2023-08-11 22:05:10.130
147,1500.00,1450.00,1052,2023-08-12 02:53:44.307,2023-08-12 02:53:51.917
58,1500.00,1450.00,1052,2023-08-11 19:07:46.027,2023-08-11 19:07:54.340
153,2040.00,2040.00,1052,2023-08-11 19:07:59.197,2023-08-11 19:08:05.123
223,2040.00,2040.00,1052,2023-08-11 19:08:05.907,2023-08-11 19:08:12.300
147,1500.00,1510.00,1052,2023-08-11 19:08:18.030,2023-08-11 19:08:28.993
58,1500.00,1450.00,1052,2023-08-11 20:41:47.040,2023-08-11 20:41:55.667
153,2040.00,2020.00,1052,2023-08-11 20:42:02.997,2023-08-11 20:42:11.240
223,2040.00,2000.00,1052,2023-08-11 20:42:12.070,2023-08-11 20:42:21.120
147,1500.00,1450.00,1052,2023-08-11 20:42:24.410,2023-08-11 20:42:33.730
58,1500.00,1450.00,1052,2023-08-12 00:52:00.320,2023-08-12 00:52:09.287
153,1020.00,980.00,1052,2023-08-12 00:52:23.960,2023-08-12 00:52:27.580
223,2040.00,2030.00,1052,2023-08-12 00:52:29.897,2023-08-12 00:52:36.480
147,1500.00,1450.00,1052,2023-08-12 00:52:40.383,2023-08-12 00:52:50.197
58,1020.00,970.00,1052,2023-08-11 21:59:55.987,2023-08-11 22:00:02.380
223,2040.00,2000.00,1052,2023-08-11 22:00:03.307,2023-08-11 22:00:09.540
147,1500.00,1450.00,1052,2023-08-11 22:00:14.490,2023-08-11 22:00:22.117
223,1500.00,1450.00,1052,2023-08-11 19:24:17.597,2023-08-11 19:24:22.573
147,1500.00,1460.00,1052,2023-08-11 19:24:41.477,2023-08-11 19:24:55.713
58,1020.00,1000.00,1052,2023-08-11 19:24:57.040,2023-08-11 19:25:03.197
223,2040.00,2010.00,1052,2023-08-11 22:04:30.700,2023-08-11 22:04:36.797
52,2040.00,1990.00,1052,2023-08-11 22:04:38.313,2023-08-11 22:04:44.783
147,1500.00,1450.00,1052,2023-08-12 02:53:12.493,2023-08-12 02:53:20.093
58,1500.00,1450.00,1052,2023-08-12 02:53:24.827,2023-08-12 02:53:33.893
51,48000.00,47970.00,1052,2023-08-11 19:10:35.890,2023-08-11 19:10:54.577
52,5440.00,5410.00,1052,2023-08-11 19:10:55.970,2023-08-11 19:11:13.190
153,999.00,50.00,1052,2023-08-11 19:11:27.140,2023-08-11 19:11:42.273
58,1020.00,990.00,1052,2023-08-11 19:11:43.460,2023-08-11 19:11:49.700
223,2040.00,2020.00,1052,2023-08-11 19:12:09.317,2023-08-11 19:12:15.893
147,1500.00,1450.00,1052,2023-08-11 19:12:16.903,2023-08-11 19:12:27.837
147,1500.00,1450.00,1052,2023-08-11 19:27:31.877,2023-08-11 19:27:39.220
58,1020.00,970.00,1052,2023-08-11 19:27:48.197,2023-08-11 19:27:54.420
147,1500.00,1450.00,1052,2023-08-11 22:18:07.067,2023-08-11 22:18:17.800
58,1500.00,1460.00,1052,2023-08-11 22:18:30.407,2023-08-11 22:18:38.940
58,1500.00,1470.00,1052,2023-08-12 02:44:33.563,2023-08-12 02:44:42.707
153,2040.00,2010.00,1052,2023-08-12 02:44:48.893,2023-08-12 02:44:54.820
223,2040.00,2000.00,1052,2023-08-12 02:44:58.740,2023-08-12 02:45:05.163
147,1500.00,1460.00,1052,2023-08-12 02:45:17.613,2023-08-12 02:45:25.270
153,3000.00,2950.00,1052,2023-08-11 19:28:24.580,2023-08-11 19:28:32.480
223,2010.00,1980.00,1052,2023-08-11 19:28:52.123,2023-08-11 19:28:58.433
147,1500.00,1450.00,1052,2023-08-11 19:29:16.757,2023-08-11 19:29:26.260
58,1500.00,1470.00,1052,2023-08-11 19:29:39.467,2023-08-11 19:29:47.680
58,1500.00,1450.00,1052,2023-08-12 00:45:27.373,2023-08-12 00:45:36.543
153,3000.00,2970.00,1052,2023-08-12 00:46:09.750,2023-08-12 00:46:17.627
223,2040.00,1990.00,1052,2023-08-12 00:46:33.837,2023-08-12 00:46:40.037
147,1500.00,1450.00,1052,2023-08-12 00:46:52.280,2023-08-12 00:47:01.560
58,1500.00,1470.00,1052,2023-08-12 05:42:57.340,2023-08-12 05:48:37.387
153,3000.00,2990.00,1052,2023-08-12 05:49:03.430,2023-08-12 05:49:11.400
223,2040.00,1990.00,1052,2023-08-12 05:49:23.117,2023-08-12 05:49:29.497
147,1500.00,1450.00,1052,2023-08-12 05:49:30.760,2023-08-12 05:49:41.970
58,1500.00,1450.00,1052,2023-08-11 19:33:42.380,2023-08-11 19:33:50.930
153,3000.00,3000.00,1052,2023-08-11 19:33:59.177,2023-08-11 19:34:07.203
223,2040.00,2010.00,1052,2023-08-11 19:34:09.443,2023-08-11 19:34:15.680
147,1500.00,1450.00,1052,2023-08-11 19:34:25.133,2023-08-11 19:34:33.863
58,2040.00,2050.00,1052,2023-08-11 23:32:31.830,2023-08-11 23:34:58.427
153,3000.00,2970.00,1052,2023-08-12 06:34:14.073,2023-08-12 06:34:22.207
58,1500.00,1450.00,1052,2023-08-12 06:34:34.027,2023-08-12 06:34:43.143
223,2040.00,2030.00,1052,2023-08-12 06:34:44.497,2023-08-12 06:34:50.977
147,1500.00,1460.00,1052,2023-08-12 06:35:21.417,2023-08-12 06:35:32.747
58,3000.00,2970.00,1052,2023-08-11 21:56:03.413,2023-08-11 21:56:18.983
147,3000.00,2950.00,1052,2023-08-11 21:57:02.240,2023-08-11 21:57:17.657
223,3000.00,2970.00,1052,2023-08-11 21:57:18.590,2023-08-11 21:57:26.977
58,1500.00,1450.00,1052,2023-08-11 20:06:56.523,2023-08-11 20:07:04.933
153,2040.00,1990.00,1052,2023-08-11 20:07:20.840,2023-08-11 20:07:26.810
147,1500.00,1450.00,1052,2023-08-11 20:07:36.520,2023-08-11 20:07:45.797
223,2040.00,1990.00,1052,2023-08-11 20:07:46.723,2023-08-11 20:07:52.887
58,3000.00,2970.00,1052,2023-08-11 20:22:41.473,2023-08-11 20:22:56.740
153,6000.00,5950.00,1052,2023-08-11 20:23:10.460,2023-08-11 20:23:26.337
223,4080.00,4080.00,1052,2023-08-11 20:23:27.503,2023-08-11 20:24:06.767
147,6000.00,5950.00,1052,2023-08-11 20:24:08.397,2023-08-11 20:24:31.083
58,1500.00,1460.00,1052,2023-08-12 03:49:48.420,2023-08-12 03:49:57.580
153,1500.00,1470.00,1052,2023-08-12 03:50:08.720,2023-08-12 03:50:13.433
147,1500.00,1450.00,1052,2023-08-12 03:50:23.947,2023-08-12 03:50:31.800
223,2040.00,2020.00,1052,2023-08-12 03:50:33.090,2023-08-12 03:50:39.737
58,1500.00,1460.00,1052,2023-08-12 04:37:38.450,2023-08-12 04:37:48.160
153,1500.00,1460.00,1052,2023-08-12 04:38:02.007,2023-08-12 04:38:06.720
223,2040.00,1990.00,1052,2023-08-12 04:38:13.997,2023-08-12 04:38:20.217
58,3000.00,2960.00,1052,2023-08-12 01:26:56.153,2023-08-12 01:27:12.803
223,4080.00,4030.00,1052,2023-08-12 01:27:21.787,2023-08-12 01:27:33.113
153,3000.00,2960.00,1052,2023-08-12 01:27:39.133,2023-08-12 01:27:53.230
147,3000.00,2950.00,1052,2023-08-12 01:28:04.063,2023-08-12 01:28:18.480
147,3000.00,2970.00,1052,2023-08-12 04:38:28.620,2023-08-12 04:38:45.130
51,48000.00,47980.00,1052,2023-08-12 01:19:28.970,2023-08-12 01:19:47.690
52,5440.00,5410.00,1052,2023-08-12 01:19:50.603,2023-08-12 01:20:05.200
141,8000.00,7950.00,1052,2023-08-12 01:16:58.953,2023-08-12 01:17:19.207
58,1020.00,980.00,1052,2023-08-11 20:25:06.090,2023-08-11 20:25:12.340
223,2040.00,1990.00,1052,2023-08-11 20:25:14.923,2023-08-11 20:25:49.820
147,1500.00,1450.00,1052,2023-08-11 20:26:06.863,2023-08-11 20:26:15.833
58,1500.00,1460.00,1052,2023-08-11 20:44:47.273,2023-08-11 20:44:56.137
153,3000.00,3000.00,1052,2023-08-11 20:45:34.743,2023-08-11 20:45:42.687
51,12000.00,11960.00,1052,2023-08-11 21:45:05.310,2023-08-11 21:45:27.153
52,2040.00,2010.00,1052,2023-08-11 21:45:38.957,2023-08-11 21:45:45.920
52,2040.00,1990.00,1052,2023-08-12 05:29:06.950,2023-08-12 05:29:13.880
64,3000.00,2960.00,1052,2023-08-12 05:29:20.650,2023-08-12 05:29:29.933
141,4500.00,4470.00,1052,2023-08-12 05:29:50.390,2023-08-12 05:30:04.597
58,1020.00,990.00,1052,2023-08-11 21:22:40.443,2023-08-11 21:22:46.890
223,2040.00,1990.00,1052,2023-08-11 21:22:49.033,2023-08-11 21:22:55.207
147,1500.00,1450.00,1052,2023-08-11 21:23:02.847,2023-08-11 21:23:10.097
58,1020.00,970.00,1052,2023-08-12 00:23:04.850,2023-08-12 00:23:19.963
58,2040.00,2010.00,1052,2023-08-12 00:41:25.940,2023-08-12 00:41:37.577
223,4080.00,4040.00,1052,2023-08-12 00:41:40.360,2023-08-12 00:41:51.597
147,3000.00,2960.00,1052,2023-08-12 00:41:52.477,2023-08-12 00:42:09.567
58,2040.00,1990.00,1052,2023-08-12 02:34:21.407,2023-08-12 02:34:32.960
147,3000.00,2950.00,1052,2023-08-12 02:34:47.727,2023-08-12 02:35:02.433
223,3000.00,2990.00,1052,2023-08-12 06:05:24.810,2023-08-12 06:05:33.863
58,510.00,460.00,1052,2023-08-12 03:04:09.223,2023-08-12 03:04:13.250
223,2040.00,2020.00,1052,2023-08-12 03:04:15.960,2023-08-12 03:04:22.510
147,1500.00,1450.00,1052,2023-08-12 03:04:37.273,2023-08-12 03:04:46.477
58,1020.00,980.00,1052,2023-08-12 03:20:29.993,2023-08-12 03:20:36.667
223,2040.00,1990.00,1052,2023-08-12 03:20:43.440,2023-08-12 03:20:49.743
52,2040.00,2010.00,1052,2023-08-12 03:20:54.293,2023-08-12 03:21:01.307
58,2040.00,2010.00,1052,2023-08-12 04:59:18.263,2023-08-12 04:59:46.570
223,4080.00,4060.00,1052,2023-08-12 05:00:21.900,2023-08-12 05:00:33.403
147,2040.00,1990.00,1052,2023-08-12 05:00:08.137,2023-08-12 05:00:20.807
58,1500.00,1450.00,1052,2023-08-12 05:23:34.907,2023-08-12 05:24:09.163
153,1020.00,980.00,1052,2023-08-12 05:24:32.170,2023-08-12 05:24:35.807
223,2040.00,1990.00,1052,2023-08-12 05:24:36.790,2023-08-12 05:24:54.390
147,1500.00,1450.00,1052,2023-08-12 05:24:56.387,2023-08-12 05:25:04.437
51,18000.00,17950.00,1052,2023-08-12 08:13:48.247,2023-08-12 08:13:58.723
52,2040.00,2000.00,1052,2023-08-12 08:14:51.540,2023-08-12 08:14:58.910
141,3000.00,2950.00,1052,2023-08-12 10:05:51.910,2023-08-12 10:06:02.337
141,3000.00,3000.00,1052,2023-08-12 10:06:18.737,2023-08-12 10:06:26.270
51,48000.00,47950.00,1052,2023-08-12 09:29:01.663,2023-08-12 09:29:20.507
52,5440.00,5410.00,1052,2023-08-12 09:29:24.417,2023-08-12 09:29:38.830
141,8000.00,7980.00,1052,2023-08-12 09:26:41.360,2023-08-12 09:27:02.390
58,1500.00,1450.00,1052,2023-08-12 08:56:31.170,2023-08-12 08:56:39.920
223,2040.00,2000.00,1052,2023-08-12 08:57:01.503,2023-08-12 08:57:07.787
147,1500.00,1450.00,1052,2023-08-12 08:57:08.623,2023-08-12 08:57:16.490
58,1020.00,990.00,1052,2023-08-12 08:57:30.413,2023-08-12 08:57:37.100
223,2040.00,2010.00,1052,2023-08-12 08:57:42.387,2023-08-12 08:57:48.693
147,1500.00,1450.00,1052,2023-08-12 08:57:59.590,2023-08-12 08:58:10.437
58,1500.00,1470.00,1052,2023-08-12 10:04:31.830,2023-08-12 10:04:40.803
153,1020.00,970.00,1052,2023-08-12 10:04:47.423,2023-08-12 10:04:50.980
223,2040.00,2020.00,1052,2023-08-12 10:04:52.780,2023-08-12 10:04:59.393
147,1500.00,1450.00,1052,2023-08-12 10:05:03.767,2023-08-12 10:05:12.987
58,510.00,470.00,1052,2023-08-12 11:13:58.370,2023-08-12 11:14:02.140
223,2040.00,2010.00,1052,2023-08-12 11:14:27.070,2023-08-12 11:14:33.463
147,1500.00,1450.00,1052,2023-08-12 11:14:34.437,2023-08-12 11:14:42.033
58,1500.00,1470.00,1052,2023-08-12 11:43:50.503,2023-08-12 11:43:59.173
153,3000.00,2990.00,1052,2023-08-12 11:44:07.020,2023-08-12 11:44:15.123
51,12000.00,11950.00,1052,2023-08-12 15:35:26.210,2023-08-12 15:35:48.327
52,2040.00,2010.00,1052,2023-08-12 15:35:50.943,2023-08-12 15:35:57.413
52,2040.00,2000.00,1052,2023-08-13 06:43:51.753,2023-08-13 06:43:58.840
64,3000.00,2980.00,1052,2023-08-13 06:43:59.897,2023-08-13 06:44:10.660
153,2010.00,2000.00,1052,2023-08-12 13:36:47.287,2023-08-12 13:36:53.063
